Cust id,First Name,Last Name,Agent,Email,Home Phone,Business Phone,Birth date,Address,City,Postal Code,Province,Country
330,John,Tabs,JM,jtabs@home.com,4032812357,4032894561,4/12/1960,"882 116th Avenue, NW",Calgary,T3A 4ZG,AB,Canada
331,Mei-Wah,Zopf,JC,mzopf@hotmail.com,4032815987,4035901547,7/26/1972,"3448 76th ST., SW",Calgary,T2P 2G7,AB,Canada
332,Paula,Mwangi,BD,pmwangi@home.com,4032546146,4036861475,12/13/1963,"321 Hill Ave., SW",Calgary,T2P 2G7,AB,Canada
333,Artie,Ward,BP,award@msn.com,4032551958,4032846544,,"951 Carroll St .#3B, NW",Calgary,T2K 3E3,AB,Canada
334,Sarah,Annina,BD, ,4032551457,4032264477,9/1/1979,"64 Janes Ln, NW",Calgary,T2K 6C5,AB,Canada
335,Jane,Jackson,BD, ,4032551254,4032796878,,"34 Park Row, SE",Calgary,T3G 2C6,AB,Canada
336,Steven,Gallagher,JD, ,4032557854,4032691999,,"522 60th St., NE",Calgary,T2V 2K9,AB,Canada
337,Preston,Cross,DR, ,4032553254,4032461236,10/16/1941,"131-572 30th, NE",Calgary,T2V 2K5,AB,Canada
338,Helga,Towle,JM,htowle@cadvision.com,4032557865,4032953257,,"87B Hastings Ave., NE",Calgary,T2V 2K6,AB,Canada
339,Piang,Nyziak,BD, ,4032552547,4036861587,,"646 Argyle Rd.B20, NE",Calgary,T2V 2K7,AB,Canada
340,David,Eng,JM, ,4032551478,4032557533,,"547 Crown St., NE",Calgary,T2J 2Z5,AB,Canada
341,Kevin,Porch,BD,kporch@aol.com,4037203657,4036865877,,"1531 John St., NE",Calgary,T2J 2L7,AB,Canada
342,Marianne,De Armas,BS, ,4037208965,4032546146,,"25 Duncan Ave., NE",Calgary,T2J 3T7,AB,Canada
343,Ray,Schafer,BD,rschafer@aol.com,4037201547,4036202357,,"73 Wilson St, NE",Calgary,T2J 2J2,AB,Canada
344,R.,Sprouse,JM,rsprouse@msn.com,4032702587,4032892587,,"525 E. Front St., NE",Calgary,T3E 5Y6,AB,Canada
345,Peter,Carey,BD, ,4032703245,4032309955,11/5/1960,"23 School Lane, SW",Calgary,T2Y 1S3,AB,Canada
346,Joane,Buckberg,JL, ,4032704589,4032305511,5/9/1953,311 Temple Pl.,Calgary,T2Z 1R7,AB,Canada
347,Edith,Daly,DR, ,4032701547,4032467894,,1763 E 28th St,Calgary,T2Z 1V3,AB,Canada
348,Morty,Miller,JL,mmiller@aol.com,4032703589,,,"14 Side Hill Rd, NE",Calgary,T2V 1V9,AB,Canada
349,Margaret,Mandel,JL,mmandel@istar.com,4032092547,4035906587,,"1701 Albemarne Wd.F3, SE",Calgary,T2X 1G2,AB,Canada
351,Alan,Galik,JW, ,4032092548,4032691854,10/20/1959,"84-23 Mantuon St #4E, SE",Calgary,T2X 1H4,AB,Canada
352,Debra,Shah,JM,debrashah@hotmail.co,4032099966,4036205566,,"118-4820 3rd St, NE",Calgary,T2J 7E3,AB,Canada
353,Paul,Intal,JL, ,4032096633,4032795652,,"62A Brookdale Grdns., SE",Calgary,T2Z 3M9,AB,Canada
355,Romeo,Ittoop,JL, ,4032091144,4032796411,9/2/1968,"837 Pavonia Ave.,",Calgary,T2Z 2Z9,AB,Canada
356,John,Ancean,DR, ,4032096578,4032262255,6/5/1978,"23 Pines Bridge Rd, SW",Calgary,T1Y 6N4,AB,Canada
357,Tom,Vargas,JC,tvargas@aol.com,4032091547,4032843325,,"86 Harmon St., SW",Calgary,T1Y 6N5,AB,Canada
358,Valerie,Avia,JM, ,4032092587,4037501598,6/5/1979,"142-20 Franklin Ave., NW",Calgary,T3A 4ZG,AB,Canada
359,Fermin,Galik,JD, ,4032091547,4032691954,2/15/1956,"54 Grand St., SW",Calgary,T2P 2G7,AB,Canada
360,Calvin,Kiraly,BD, ,4032951596,4032841154,,"P.O. Box 1627, SW",Calgary,T2P 2G7,AB,Canada
361,Rawan,Rosenberg,BD,rrosenberg@hotmail.c,4032952587,4037208965,,"94-31 59th Ave #5A, NW",Calgary,T2K 3E3,AB,Canada
362,Yu,Sentell,BD,yusentell@msn.com,4032953257,4036204587,,"1679 Woodbine St., NW",Calgary,T2K 6C5,AB,Canada
363,Bridget,Hagel,BD, ,4032951245,4032793254,,"640 E 94th St, SE",Calgary,T3G 2C6,AB,Canada
364,Howard,Leopta,BD,hleopta@istar.com,40329532583,4032847859,,"269 Vassar Ave, NE",Calgary,T2V 2K9,AB,Canada
365,Kathleen,Mastandora,JL,kmastandora@msn.com,4032956587,4035909633,,"Box 165, NE",Calgary,T2V 2K5,AB,Canada
366,Gabriel,Smith,BD,gsmith@istar.com,4032952578,4032839635,,"451 E 26th St, NE",Calgary,T2V 2K6,AB,Canada
367,Raymond,Cheevens,BD, ,4032953589,4032439635,11/18/1959,"2 Broadview Rd., NE",Calgary,T2V 2K7,AB,Canada
368,Kevin,Lin,BD,klin@msn.com,4032952547,4032849956,8/3/1960,"1402 Easter Pkwy, NE",Calgary,T2J 2Z5,AB,Canada
369,Lorraine,Tucker,BS,ltucker@home.com,4032952145,4032841236,6/11/1981,"200 Winston Dr., NE",Calgary,T2J 2L7,AB,Canada
370,John,Mithane,BD,jmithane@msn.com,4036862578,4036406541,6/8/1963,"770 Amsterdam Ave. #20, NE",Calgary,T2J 6B6,AB,Canada
371,Craig,Anglin,BD, ,4036862569,4032264411,7/23/1989,"199-46 21st Ave., NE",Calgary,T2J 6B6,AB,Canada
372,Zalman,Draquez,JL, ,4036861254,4032551958,,"51 10 Ave., NE",Calgary,T2J 7E3,AB,Canada
373,Reeva,Yeroushalmi,BD, ,4036862587,4032849956,,"4500 Beach St., NW",Calgary,T2Z 3M9,AB,Canada
374,Leonard,Millstein,BD,lmillstein@nucleos.c,4036862478,4036405645,,"31 Thistle Lane, NW",Calgary,T2Z 2Z9,AB,Canada
375,Jack,Kasperovich,DR, ,40368633663,4032958887,7/21/1955,"98-171 62nd Ave., SW",Calgary,T1Y 6N4,AB,Canada
376,Lorelei,McNeal,JM,lmcneal@msn.com,4036869966,4036401155,,"432 Hunt Ln., SW",Calgary,T1Y 6N5,AB,Canada
378,William,Gallo,BD, ,4036861144,4032693678,2/26/1956,"PO Box 6309, NW",Calgary,T3A 4ZG,AB,Canada
379,Craig,Padron,DR,craigpadron@msn.com,4036865588,4036862587,9/21/1955,"199-46 21st Ave., SW",Calgary,T2P 2G7,AB,Canada
380,Joel,Krot,JL, ,4036865877,4032842255,,"111 Village Hill Dr., SW",Calgary,T2P 2G7,AB,Canada
381,Allan,Simmons,DR,asimmons@home.com,4036865897,4036208899,,"2422 Brigham St., NW",Calgary,T2K 3E3,AB,Canada
382,Michael,Miroff,JM,mmiroff@aol.com,4036861547,4036405875,,"1316 Southland Dr., SW",Calgary,T2K 6C5,AB,Canada
383,Roger,Cowie,DR, ,4036863587,4032449635,2/6/1957,"739 Willow St., SE",Calgary,T3G 2C6,AB,Canada
384,Asian,Chirichella,JM, ,4036862587,4032439653,6/1/1940,"134-25 FranklinAve., NE",Calgary,T2V 2K9,AB,Canada
385,Yvonne,Allende,DR, ,4035906587,4032261144,,"8020 Fort Ave. #A3, NE",Calgary,T2V 2K5,AB,Canada
386,Sengita,MacDonald,JL,smcdonald@aol.com,4035904578,4035904563,,"76 Beddington Close, NE",Calgary,T2V 2K6,AB,Canada
387,Paul,Braun,JM, ,4035901547,4037509966,,"224 40th St, NE",Calgary,T2V 2K7,AB,Canada
388,Anna,Bathmanapan,JC, ,4035906633,4037502587,,"481 Van Buren St. #C1, NE",Calgary,T2J 6P3,AB,Canada
389,Shirley,Leung,JD,sleung@telusplanet.n,4035904577,4032847899,,"88 Sherman St., NE",Calgary,T2J 6B6,AB,Canada
390,V.,Greenberg,DR, ,4035909988,4032783652,,"105-346 5th Ave. #6B, NE",Calgary,T2J 6B6,AB,Canada
391,Rafael A.,Torres,BD,ratorres@aol.com,4035908855,4032952587,,"142-20 Franklin Ave., NE",Calgary,T2J 7E3,AB,Canada
392,V.,Saliternan,BD,saliternan@msn.com,4035907896,4036201257,,"105-346 5th Ave.,SW",Calgary,T2Z 1N9,AB,Canada
393,Melvin,Martin,BD,mlvmartin@nucleos.co,4035909874,4035907896,,"88 Sherman St., NE",Calgary,T2E 7R4,AB,Canada
394,Vera,Wetcel,BP,vwetcel@home.com,4035904563,4032846653,,"172-121 33rd Ave., NW",Calgary,T2A 2S9,AB,Canada
396,James E.,Norman,JM,jnorman@hotmail.com,4035691236,4036861478,,"PO Box 809 Curran Hwy, SW",Calgary,T2H 3J9,AB,Canada
397,Margaret,Lloyd,JD,mlloyd@home.com,4035693214,,,"77-15 113th Street, NE",Calgary,T2J 4N4,AB,Canada
399,Jerry,Abdou,JL, ,4035695412,4032255231,2/23/1949,"460 15th St. #4, SW",Calgary,T3C 2V6,AB,Canada
400,Daniel,Velasco,JW, ,4036404569,4032844455,,"200 WinstonDr. #2212, NW",Calgary,T2M 4P4,AB,Canada
402,John,De Simone,BS, ,4032557533,4032551254,,"107-28 115th St, NW",Calgary,T2M 4P4,AB,Canada
